Obs,TYPE,RECORDID,STATE,AGE,GENDER,RACE,FB,OCCUP,NOI,POB,SOI,EOE,ACTIVITY,LOCATION,INDUSTRY,ES,TEIB,SIZE,TotTime,NOWOIS,NOWIIE,OWNER,WSE,EWAOH,SI,WSP,PJT,AFS,Training,INJURY_DATE,INJURY_MONTH,INJURY_YEAR,Fall_Feet,PFAS_Rec,Region,fall,R11,R12,R13,R14,R15,R16,R19,R21,R22,R23,R24,R25,R29,R31,R32,R33,R34,R35,R39,R41,R42,R43,R44,R45,R46,R47,R48,R49,R51,R52,R59,R999,PPE,PFASR,Equipment,Organizational,Violations,Occupation_Mapped,Nature of Injury_Mapped,Part of Body_Mapped,Source of Injury_Mapped,Work Activity_Mapped,Industry Type_Mapped
70,I,1988-13,OH,42,1,7,3,588,93,5,4415,313,594,47,1542,1,.,450,213.50,1,0,6,2,1,3,1,1,3,2,25,2,1988,.,.,Midwest,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,Receiving Clerk,Seizure,Toe,Vehicle,Law Enforcement,Roofing
71,I,1988-15,IN,35,1,7,3,597,80,8,624,117,619,47,1791,1,20.00,160,61.00,16,0,6,2,3,3,3,3,3,1,28,3,1988,60,1,Midwest,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,Data Entry Clerk,Concussion,Multiple Parts,Liquid,Other Education,Insurance
72,I,1988-17,SC,42,1,7,3,558,37,220,4132,119,631,47,1791,1,12.00,5,.,5,1,6,2,3,3,2,1,2,1,2,3,1988,17,0,South,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,Landscaper,Bruise/Contusion,Torso,Elevator,Cooking,Insurance
73,I,1988-18,SC,18,1,7,3,866,80,8,6221,1153,633,47,1761,1,14.00,14,91.50,5,0,6,2,1,3,2,1,2,1,6,1,1988,33,1,South,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,Program Coordinator,Concussion,Multiple Parts,Gas,Cleaning,Education
74,I,1988-2201,NC,51,1,7,3,585,93,5,4415,313,530,48,1711,1,9.00,32,4.00,5,1,6,2,3,3,2,2,2,1,26,3,1988,.,.,South,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,Stock Clerk,Seizure,Toe,Vehicle,Therapy,Retail
75,I,1988-2202,NC,36,1,7,3,783,93,5,4415,313,530,48,1711,1,9.00,32,4.00,5,1,6,2,3,3,2,2,2,1,26,3,1988,.,.,South,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,Medical Assistant,Seizure,Toe,Vehicle,Therapy,Retail
76,I,1988-24,NC,23,1,7,3,869,93,5,4411,312,323,48,1796,1,37.00,26,.,2,0,6,2,3,3,2,1,2,1,8,6,1988,.,.,South,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,Manager,Seizure,Toe,Machine,Planning,Other Services
77,I,1988-27,SC,55,1,7,3,573,80,8,6221,113,611,47,1542,1,4.00,90,.,2,0,6,2,3,3,1,1,3,1,23,6,1988,22,1,South,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Production Worker,Concussion,Multiple Parts,Gas,Education,Roofing
78,I,1988-28,OH,23,1,7,3,869,93,5,4411,312,313,78,1799,1,3.00,30,.,2,0,6,1,3,3,3,3,3,2,6,7,1988,.,.,Midwest,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Manager,Seizure,Toe,Machine,Data Entry,Miscellaneous
79,I,1988-29,VA,30,1,7,3,579,80,8,624,116,229,75,1721,1,.,6,3652.50,2,1,6,2,1,3,2,2,2,1,24,3,1988,52,1,South,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,Forklift Operator,Concussion,Multiple Parts,Liquid,Other Manufacturing,Wholesale
80,I,1988-31,SC,26,1,7,3,783,93,5,4411,311,249,46,1791,1,.,15,.,2,0,6,2,3,1,2,1,2,1,20,7,1988,.,1,South,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,1,1,1,2,Medical Assistant,Seizure,Toe,Machine,Other Cleaning,Insurance
81,I,1988-32,SC,41,1,7,3,783,93,5,4411,311,631,47,3441,1,.,490,5844.00,3,0,6,2,3,3,1,1,3,2,9,7,1988,.,.,South,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,Medical Assistant,Seizure,Toe,Machine,Cooking,Telecommunications
82,I,1988-34,OH,19,1,7,3,869,93,5,4411,311,634,48,1731,1,.,5,76.25,2,0,6,2,3,3,2,1,2,1,5,8,1988,.,.,Midwest,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,Manager,Seizure,Toe,Machine,Other Food,Food Service
83,I,1988-3601,GA,31,1,7,3,558,91,5,6443,384,620,47,1541,1,.,225,.,4,0,6,2,3,2,1,3,3,1,19,8,1988,.,.,South,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Landscaper,Heart Attack,Toe,Animal,Food Service,Excavation
84,I,1988-3602,GA,34,1,7,3,558,91,5,6443,384,620,47,1541,1,.,225,.,4,0,6,2,3,2,1,3,3,1,19,8,1988,.,.,South,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Landscaper,Heart Attack,Toe,Animal,Food Service,Excavation
85,I,1988-3603,GA,36,1,7,3,558,91,5,6443,384,620,47,1541,1,.,225,.,4,0,6,2,3,2,1,3,3,1,19,8,1988,.,.,South,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Landscaper,Heart Attack,Toe,Animal,Food Service,Excavation
86,I,1988-37,VA,31,1,7,3,575,93,5,4411,312,249,10,1731,1,.,700,122.00,2,0,6,2,3,3,1,3,3,1,7,7,1988,.,.,South,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Machine Operator,Seizure,Toe,Machine,Other Cleaning,Food Service
87,I,1988-38,MD,53,1,7,3,558,80,8,623,1151,633,47,1761,1,13.00,15,2922.00,6,0,6,2,3,3,1,3,3,1,11,8,1988,30,1,South,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,Landscaper,Concussion,Multiple Parts,Gas,Cleaning,Education
88,I,1988-40,KY,56,1,7,3,869,93,5,4415,313,530,47,1622,1,35.00,500,1826.25,.,0,6,2,3,3,1,1,3,1,22,8,1988,.,.,South,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Manager,Seizure,Toe,Vehicle,Therapy,Assembly
89,I,1988-42,SC,29,2,7,3,588,80,8,6221,119,639,47,1542,1,.,14000,4.00,.,0,6,2,2,3,1,1,3,1,25,8,1988,165,0,South,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,Receiving Clerk,Concussion,Multiple Parts,Gas,Other Entertainment,Roofing
90,I,1988-43,SC,38,1,7,3,567,61,10,6221,1154,599,14,1521,1,1.00,6,.,6,0,6,2,3,2,2,2,2,2,17,8,1988,14,1,South,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,Molder,Crushing,Neck,Gas,Other Public Safety,Construction
91,I,1988-44,NH,26,1,7,3,599,91,5,6443,384,611,47,1623,2,8.00,1,2922.00,2,0,6,2,2,2,2,3,3,1,20,8,1988,.,.,Northeast,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,Records Clerk,Heart Attack,Toe,Animal,Education,Packaging
92,I,1988-45,SC,35,1,7,3,555,93,5,4415,312,312,14,1731,1,19.00,300,3652.50,3,0,6,3,1,1,1,1,3,1,1,9,1988,.,.,South,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Custodian,Seizure,Toe,Vehicle,Clerical,Food Service
93,I,1988-47,IN,47,1,7,3,577,93,5,4415,312,632,47,1623,1,32.00,12,2922.00,6,0,6,3,3,3,1,3,3,1,12,9,1988,.,.,Midwest,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Warehouse Worker,Seizure,Toe,Vehicle,Serving,Packaging
94,I,1989-02,MD,29,1,7,3,597,60,10,623,117,241,47,1791,1,50.00,40,.,6,0,6,2,3,3,1,2,2,1,29,9,1988,35,1,South,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,Data Entry Clerk,Amputation,Neck,Gas,Cleaning,Insurance
95,I,1989-03,MD,43,1,7,3,579,80,8,623,117,520,69,1721,1,22.00,14,.,3,0,6,1,3,3,2,3,3,1,29,10,1988,96,1,South,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,Forklift Operator,Concussion,Multiple Parts,Gas,Surgery,Wholesale
96,I,1989-05,KY,34,1,7,3,579,84,8,6221,113,362,48,1721,1,7.00,7,91.50,7,0,6,2,1,3,2,1,2,1,22,9,1988,140,1,South,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,Forklift Operator,Asphyxia,Multiple Parts,Gas,Customer Service,Wholesale
97,I,1989-0701,OH,53,1,7,3,556,80,8,623,116,362,48,1721,1,.,50,5478.75,2,0,6,2,1,3,2,2,2,1,15,11,1988,48,1,Midwest,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,Groundskeeper,Concussion,Multiple Parts,Gas,Customer Service,Wholesale
98,I,1989-0702,OH,28,1,7,3,579,80,8,623,116,362,48,1721,1,.,50,730.50,2,0,6,2,1,3,2,2,2,1,15,11,1988,48,1,Midwest,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,Forklift Operator,Concussion,Multiple Parts,Gas,Customer Service,Wholesale
99,I,1989-10,NC,24,1,7,3,708,93,5,4415,313,594,47,1799,1,7.00,15,730.50,3,1,6,2,1,3,2,2,2,1,5,12,1988,.,.,South,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,Professor,Seizure,Toe,Vehicle,Law Enforcement,Miscellaneous
100,I,1989-11,NC,40,1,7,3,555,93,5,4415,313,615,61,4911,1,.,72,6574.50,2,0,6,2,1,1,1,3,3,1,25,10,1988,.,.,South,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,Custodian,Seizure,Toe,Vehicle,Research,Legal Services
101,I,1989-12,MD,20,1,3,1,597,60,10,6221,1151,594,47,1791,1,20.00,60,213.50,8,0,6,2,3,3,1,1,3,1,13,12,1989,12,1,South,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,Data Entry Clerk,Amputation,Neck,Gas,Law Enforcement,Insurance
102,I,1989-13,MD,41,1,7,3,597,0, ,6251,1121,510,47,1791,1,20.00,60,6574.50,8,0,6,2,3,3,1,1,3,2,14,12,1988,25,0,South,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,Data Entry Clerk,No Injury,Unknown,Dust,Nursing,Insurance
103,I,1989-14,MD,26,1,7,3,866,80,8,4150,1121,631,47,1542,1,6.00,12,3.00,6,0,6,2,3,3,2,3,2,1,6,1,1989,24,1,South,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,Program Coordinator,Concussion,Multiple Parts,Ground,Cooking,Roofing
104,I,1989-15,NC,31,1,7,3,869,93,5,4415,313,.,98,1623,1,6.00,30,3.00,2,0,6,3,3,3,2,1,2,1,11,1,1989,.,.,South,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Manager,Seizure,Toe,Vehicle,Unknown,Packaging
105,I,1989-16,NC,23,1,7,3,595,93,5,4415,313,510,79,1761,3,5.00,4,1826.25,4,1,6,3,1,3,2,3,3,1,20,10,1988,.,.,South,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Administrative Assistant,Seizure,Toe,Vehicle,Nursing,Education
106,I,1989-1701,NC,45,1,7,3,555,93,5,4415,313,530,98,1623,1,53.00,340,30.50,5,0,6,3,3,1,1,1,3,1,12,10,1988,.,.,South,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,Custodian,Seizure,Toe,Vehicle,Therapy,Packaging
107,I,1989-1702,NC,30,1,7,3,577,93,5,4415,313,530,98,1623,1,53.00,340,30.50,5,0,6,3,3,1,1,1,3,1,12,10,1988,.,.,South,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,Warehouse Worker,Seizure,Toe,Vehicle,Therapy,Packaging
108,I,1989-20,IN,37,1,7,3,653,61,11,459,1154,530,47,1791,1,22.00,200,14.00,2,0,6,2,1,3,1,2,2,2,18,1,1989,36,1,Midwest,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,Firefighter,Crushing,Shoulder,Roof,Therapy,Insurance
109,I,1989-21,MD,27,1,7,3,588,80,8,6221,116,313,47,1771,1,60.00,.,1095.75,28,0,6,1,3,3,1,1,3,1,19,12,1989,160,1,South,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,Receiving Clerk,Concussion,Multiple Parts,Gas,Data Entry,Public Administration
110,I,1989-22,MD,28,1,7,3,595,80,8,623,1154,633,14,1761,1,13.00,4,.,4,0,6,2,1,2,2,1,2,1,3,1,1989,27,1,South,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,Administrative Assistant,Concussion,Multiple Parts,Gas,Cleaning,Education
111,I,1989-23,MD,63,1,7,3,579,94, ,624,119,313,48,1721,3,40.00,5,14610.00,2,0,6,2,3,3,1,3,3,1,8,12,1989,25,1,South,1,2,2,2,1,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,Forklift Operator,Other,Unknown,Liquid,Data Entry,Wholesale
112,I,1989-24,MD,49,1,7,3,567,80,8,623,1154,311,47,1542,1,14.00,800,213.50,2,0,6,1,3,3,1,1,3,1,29,10,1988,90,1,South,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Molder,Concussion,Multiple Parts,Gas,Office Work,Roofing
113,I,1989-25,VA,26,1,7,3,653,80,8,6221,1151,635,48,1711,1,22.00,15,.,2,0,6,2,3,3,2,2,2,2,20,12,1988,22,1,South,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,Firefighter,Concussion,Multiple Parts,Gas,Entertainment,Retail
114,I,1989-26,SC,21,1,7,3,577,93,5,4415,313,312,61,1623,1,11.00,18,183.00,4,0,6,2,1,3,1,1,3,2,6,3,1989,.,.,South,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,Warehouse Worker,Seizure,Toe,Vehicle,Clerical,Packaging
115,I,1989-29,VA,33,1,7,3,599,94,240,624,116,229,47,1799,1,52.00,13,5844.00,4,0,6,2,3,3,2,1,2,1,15,3,1989,60,1,South,1,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,Records Clerk,Other,Chest,Liquid,Other Manufacturing,Miscellaneous
116,I,1989-30,MD,39,1,7,3,866,60,10,6221,1153,599,47,1731,1,21.00,40,274.50,2,0,6,3,3,3,1,1,3,1,18,4,1989,16,0,South,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Program Coordinator,Amputation,Neck,Gas,Other Public Safety,Food Service
117,I,1989-31,OH,31,1,7,3,869,80,8,623,119,632,47,1622,1,40.00,350,.,10,0,6,1,2,1,1,3,3,2,12,4,1989,80,1,Midwest,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,Manager,Concussion,Multiple Parts,Gas,Serving,Assembly
118,I,1989-34,SC,40,1,7,3,597,80,8,4133,117,633,47,1791,1,15.00,5,4748.25,6,0,6,1,3,3,2,3,3,1,29,4,1989,40,1,South,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,Data Entry Clerk,Concussion,Multiple Parts,Escalator,Cleaning,Insurance
119,I,1989-35,SC,28,1,4,1,584,80,8,623,116,613,14,1771,1,1.50,16,183.00,16,0,6,1,3,3,2,3,3,1,21,4,1989,48,1,South,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,Material Handler,Concussion,Multiple Parts,Gas,Teaching,Public Administration
120,I,1989-37,SC,21,1,7,3,869,93,5,4415,313,631,48,1721,1,15.00,50,30.50,3,0,6,1,1,1,2,3,2,1,1,6,1989,.,.,South,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,Manager,Seizure,Toe,Vehicle,Cooking,Wholesale
121,I,1989-41,MD,27,1,7,3,567,80,8,6221,1151,635,47,1542,1,.,70,61.00,4,0,6,3,3,3,1,2,2,1,8,6,1989,13,1,South,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,Molder,Concussion,Multiple Parts,Gas,Entertainment,Roofing
122,I,1989-47,MD,18,1,7,3,869,80,8,6221,1153,594,47,1761,1,5.00,60,8.00,6,0,6,2,3,3,2,1,2,1,24,7,1989,27,1,South,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,Manager,Concussion,Multiple Parts,Gas,Law Enforcement,Education
123,I,1989-49,GA,30,1,7,3,589,80,8,624,113,241,75,1793,2,4.50,2,1643.63,2,0,6,2,3,3,2,3,3,2,17,8,1989,250,1,South,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,Inventory Clerk,Concussion,Multiple Parts,Liquid,Cleaning,Real Estate
124,I,1989-50,TN,23,1,7,3,576,93,5,4411,312,312,47,1731,1,15.00,40,244.00,3,0,6,3,3,3,2,1,2,1,23,8,1989,.,.,South,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,Packager,Seizure,Toe,Machine,Clerical,Food Service
125,S,1989CO029,CO,42,1,7,3,505,721,413,461,323,321,46,1761,1,8.00,45,.,.,0,6,3,3,3,2,3,2,1,7,11,1989,.,.,West,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,Mechanic,Hearing Loss,Foot,Floor,Supervision,Education
126,I,1990-0101,OH,30,1,7,3,869,93,5,4415,313,520,47,1541,1,9.00,180,.,6,3,6,3,3,2,1,1,3,1,25,9,1989,.,.,Midwest,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,Manager,Seizure,Toe,Vehicle,Surgery,Excavation
127,I,1990-0102,OH,34,1,7,3,597,93,5,4415,313,520,47,1541,1,9.00,180,.,6,3,6,3,3,2,1,1,3,1,25,9,1989,.,.,Midwest,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,Data Entry Clerk,Seizure,Toe,Vehicle,Surgery,Excavation
128,I,1990-0103,OH,38,1,7,3,597,93,5,4415,313,520,47,1541,1,9.00,180,.,6,3,6,3,3,2,1,1,3,1,25,9,1989,.,.,Midwest,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,Data Entry Clerk,Seizure,Toe,Vehicle,Surgery,Excavation
129,I,1990-07,SC,46,1,7,3,869,80,8,6221,113,611,47,1741,1,30.00,267,365.25,.,0,6,2,2,2,1,1,2,1,21,9,1989,12,0,South,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,Manager,Concussion,Multiple Parts,Gas,Education,Accommodation
130,I,1990-09,VA,24,1,7,1,579,93,5,4415,313,510,10,1721,1,5.00,3,30.50,2,1,6,3,3,3,2,2,2,1,16,10,1989,.,.,South,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Forklift Operator,Seizure,Toe,Vehicle,Nursing,Wholesale
131,I,1990-10,PA,31,1,7,3,567,93,5,4415,313,312,10,1521,1,9.00,3,122.00,2,0,6,2,3,3,2,1,2,2,28,10,1990,.,.,Northeast,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,Molder,Seizure,Toe,Vehicle,Clerical,Construction
132,I,1990-11,IN,43,1,7,3,589,80,8,623,4233,216,47,1793,1,38.00,32,30.50,2,0,6,2,3,3,2,1,2,2,7,8,1989,.,.,Midwest,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,Inventory Clerk,Concussion,Multiple Parts,Gas,Shipping,Real Estate
133,I,1990-12,IN,37,1,7,3,579,86,8,6229,116,632,98,1721,1,7.00,20,366.25,3,0,6,1,3,3,1,2,2,2,21,10,1989,65,1,Midwest,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,Forklift Operator,Poisoning,Multiple Parts,Other Chemical,Serving,Wholesale
134,I,1990-13,IN,21,1,7,3,593,18,220,623,116,313,48,1742,1,.,500,30.50,6,0,6,2,3,3,1,1,2,1,18,8,1989,12,1,Midwest,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,Office Clerk,Sprain/Strain,Torso,Gas,Data Entry,Tourism
135,I,1990-15,IN,46,1,7,3,558,68,13,6221,1121,633,47,1541,1,.,1500,365.25,5,0,6,2,3,3,1,3,3,2,12,9,1989,37,0,Midwest,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Landscaper,Internal Injury,Arm,Gas,Cleaning,Excavation
136,I,1990-16,OH,39,1,7,3,579,89,8,6221,116,362,98,1721,3,10.00,3,.,3,0,6,2,2,1,2,2,2,1,20,11,1989,40,1,Midwest,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,Forklift Operator,Shock,Multiple Parts,Gas,Customer Service,Wholesale
137,I,1990-19,MD,48,1,7,3,783,18,10,623,1151,594,47,1799,1,10.00,7,5.00,.,0,6,1,3,3,2,2,3,1,4,11,1989,22,1,South,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,Medical Assistant,Sprain/Strain,Neck,Gas,Law Enforcement,Miscellaneous
138,I,1990-20,MD,33,1,7,3,563,68,13,623,116,632,47,1741,1,6.00,100,30.50,4,0,6,2,3,3,1,1,2,1,3,11,1989,36,1,South,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,Assembler,Internal Injury,Arm,Gas,Serving,Accommodation
139,I,1990-21,MD,51,1,7,3,595,80,8,6221,1153,633,47,1761,1,1.00,20,91.50,.,0,6,2,3,3,1,1,2,2,6,11,1989,30,0,South,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,Administrative Assistant,Concussion,Multiple Parts,Gas,Cleaning,Education
